"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1277913396910809088","https://twitter.com/statsgen/status/1277913396910809088","@KristyRobledo Ah! That was a good question, and quite fiddly to fix","2020-06-30 10:34 +0000","52.0","1.0","0.019230769230769232","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277911390427086848","https://twitter.com/statsgen/status/1277911390427086848","@KristyRobledo Thanks Kristy! I caught sight of you a bit. It's good to see familiar people even if online","2020-06-30 10:26 +0000","252.0","9.0","0.03571428571428571","0.0","1.0","1.0","4.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277910555005607937","https://twitter.com/statsgen/status/1277910555005607937","@AnurikaDeSilva @RLadiesSydney @RLadiesCanberra @NswSsa Thanks for coming :)","2020-06-30 10:23 +0000","136.0","1.0","0.007352941176470588","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277562883233026048","https://twitter.com/statsgen/status/1277562883233026048","@MQBayes @PierreAlquier I've been wondering why we let this happen. Some journals even require you to pay to publish **your own** work (E.g. Nature Communications fee is US$5380). I guess scientific research is only for those that are rich 🙄 I don't understand why we don't overhaul the system already","2020-06-29 11:21 +0000","130.0","7.0","0.05384615384615385","0.0","1.0","1.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277477438939750401","https://twitter.com/statsgen/status/1277477438939750401","Don't forget that @SsaVictoria members can also apply for workshop funding! 

https://t.co/t7z2dgVh6C","2020-06-29 05:42 +0000","1090.0","15.0","0.013761467889908258","3.0","0.0","2.0","4.0","5.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277477436788142082","https://twitter.com/statsgen/status/1277477436788142082",".@SsaVictoria is holding 3 online workshops in July:

🐍 Machine Learning with Python by @EliizaAI https://t.co/qQd7YZ8Xl5
👧 Intro to Julia for Stats &amp; Data Science by @ynazarathy  https://t.co/VPrjsyei96
📊 Data Visualisation with R by @visnut &amp; me https://t.co/eJtI5QRU40","2020-06-29 05:42 +0000","5358.0","339.0","0.06326987681970885","14.0","1.0","23.0","54.0","132.0","0.0","115.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277172292435361792","https://twitter.com/statsgen/status/1277172292435361792","@camjpatrick @annaquagli It's part of `tibble` (the opposite is enframe). I do this so often!","2020-06-28 09:29 +0000","101.0","2.0","0.019801980198019802","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277170571474661376","https://twitter.com/statsgen/status/1277170571474661376","@camjpatrick @annaquagli If you have a code book as a data frame already, I'd deframe it to a named vector and use that in mutate https://t.co/NcA5CCqwrQ","2020-06-28 09:22 +0000","164.0","62.0","0.3780487804878049","0.0","1.0","8.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","52","52","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1276646764817203200","https://twitter.com/statsgen/status/1276646764817203200","@JoannaMelon @condour1975 @imsainyuk Congrats! Nice name and the package looks useful!","2020-06-26 22:41 +0000","354.0","5.0","0.014124293785310734","0.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1275985400784248833","https://twitter.com/statsgen/status/1275985400784248833","@AmyPerfors The lessons from bunnies sound wonderfully cute 🐰 Your students are so lucky to have such a caring lecturer!","2020-06-25 02:53 +0000","139.0","9.0","0.06474820143884892","0.0","1.0","2.0","2.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
