"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1266955015467356162","https://twitter.com/statsgen/status/1266955015467356162","Final result 📊

Thanks to those that voted. I’ve made up my mind to upgrade my R to 4.0.1 next weekend. https://t.co/65z1g9XGV9","2020-05-31 04:49 +0000","1548.0","56.0","0.03617571059431524","0.0","1.0","4.0","2.0","0.0","0.0","49.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266515731727781888","https://twitter.com/statsgen/status/1266515731727781888","Did you upgrade R to version 4.0.0 or 4.0.1? 

#rstats","2020-05-29 23:44 +0000","1776.0","226.0","0.12725225225225226","2.0","4.0","2.0","8.0","0.0","0.0","138.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266511190240276480","https://twitter.com/statsgen/status/1266511190240276480","@nj_tierney The one that made me stuck before is:

install.packages(""emo"")
Warning in install.packages :
  package ‘emo’ is not available (for R version 3.6.2)

It took me a while before I realise that it should be

remotes::install_github(""hadley/emo"")

😓","2020-05-29 23:26 +0000","639.0","21.0","0.03286384976525822","1.0","1.0","11.0","4.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1263409261528272897","https://twitter.com/statsgen/status/1263409261528272897","@alexyfyf Unfortunately that was for 2019! But maybe we will have one in 2020 if there is demand for it","2020-05-21 10:00 +0000","152.0","2.0","0.013157894736842105","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1263065533156454401","https://twitter.com/statsgen/status/1263065533156454401","@SamuelMu11er @Sydney_Uni @Macquarie_Uni @MQMathsStats Congratulations! A great gain for MQ!","2020-05-20 11:14 +0000","340.0","7.0","0.020588235294117647","0.0","0.0","2.0","4.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1263012209782697985","https://twitter.com/statsgen/status/1263012209782697985","@roryt_m Congratulations Rory!","2020-05-20 07:42 +0000","243.0","3.0","0.012345679012345678","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1262543483862016000","https://twitter.com/statsgen/status/1262543483862016000","@dtfraz It says on the page that Gael is from University of Melbourne but she is from @MonashEBS","2020-05-19 00:39 +0000","309.0","13.0","0.042071197411003236","0.0","1.0","3.0","4.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1262262484741677058","https://twitter.com/statsgen/status/1262262484741677058","@KevinWang009 Wait until you get the one that says Prof","2020-05-18 06:03 +0000","405.0","10.0","0.024691358024691357","0.0","1.0","4.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1260473154364997633","https://twitter.com/statsgen/status/1260473154364997633","@Sevvandik @numbats_rise_up @robjhyndman @PM_maths @visnut Aw shucks it’s all you!","2020-05-13 07:33 +0000","68.0","2.0","0.029411764705882353","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1260471508499038208","https://twitter.com/statsgen/status/1260471508499038208","@Sevvandik @numbats_rise_up @robjhyndman @PM_maths @visnut Congrats @Sevvandik ! I gotta add your sticker to my collection 😁","2020-05-13 07:26 +0000","420.0","7.0","0.016666666666666666","0.0","2.0","3.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1259973094225002497","https://twitter.com/statsgen/status/1259973094225002497","@Atsushi776 @yutannihilation @hoxo_m 私も :/","2020-05-11 22:26 +0000","128.0","10.0","0.078125","0.0","1.0","1.0","1.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1257991279348076546","https://twitter.com/statsgen/status/1257991279348076546","@carroll_jono @nj_tierney I have similar sentiments about lbs, ft, inches and Fahrenheit but can still forgive those. Absolutely no forgiveness for MM/DD/YYYY.","2020-05-06 11:11 +0000","292.0","6.0","0.02054794520547945","0.0","0.0","5.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1257959369448161281","https://twitter.com/statsgen/status/1257959369448161281","@nj_tierney Whoever uses MM/DD/YYYY is an abomination!!","2020-05-06 09:04 +0000","1904.0","26.0","0.01365546218487395","2.0","1.0","9.0","4.0","0.0","0.0","9.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
